"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Sweden","SWE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","53.06","","","","","","","","","","","","","","","69.926","68.61","66.091","62.496","61.328","60.973","52.439","50.992","50.581","52.553","53.636","56.04","56.01","55.959","54.945","54.435","54.939","55.826","55.876","54.63","61.389","62.596","63","63.267","63.796","64.436","65.085","65.696","66.231","66.097","64.556","57.526","58.642",
"Eswatini","SWZ","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","","32.01","","","","","","","","","","","","","","","","","","","35.626","","","","","30.44","",
"Sint Maarten (Dutch part)","SXM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.14","","","64.245","64.01","63.412","64.371","64.296","61.62","62.004","","",
"Syrian Arab Republic","SYR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","","23","","14.6","","18.5","20.8","16.51","17.8","14.9","","","11.4","10.46","11.16","10.11","10.1","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4","","","","","","","","","","","","","","","","","","","","","","","","","48.901","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1879439220001","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2477629955513","45.8905417380247","45.8743297065445","45.3668994222737","46.4962176184155","45.9439555568346","46.1224855627539","46.6854043390004","47.9387742145508","47.827116260656","47.5705292119171","48.1934756627168","48.5535592366022","48.566936881633","49.3293352027651","50.3402461511831","49.8302939513277","47.7481024328962","46.9945780967496","46.7776478051298","44.8414432934455","45.2647523238579","48.8372476555564",
"Togo","TGO","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.697","","","","","75.13","","","","60.192","","54.336","","71.35","","","",
"Thailand","THA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","58.43","","67.03","64.23","79.98","","66.69","","67.39","","","72.87","76.57","77.73","76.11","","","","70.36","","66.02","66.98","","","67.546","","","","","","","67.843","","63.43","63.276","65.36","64.88","61.919","61.185","60.727","59.751","58.886","59.21","58.574","58.544","58.486","59.225",
"Tajikistan","TJK","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.241","47.79","","","","","27.955","","","","","","","30.86","","","","","","",
"Turkmenistan","TKM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4204970084399","42.5259941601797","","40.9755235365635","40.2402869816628","41.5482562531784","42.2656689100763","42.8519768111222","","43.8437068404692","44.1578530829491","44.1899034338007","45.3660703391653","45.955409217386","47.1195866118698","46.6396380450482","47.331983510483","47.345883050282","","46.999697770116","47.1378719492593","47.1569779245111","46.9558742684779","47.0708833358823","46.4929968536991","46.6499203650643","46.9258390263429","47.4333474505","42.4706399950042","45.0117451935726","47.4650762267182",
"Timor-Leste","TLS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.857","","","","","","44.111","","","25.659","","","42.062","","","57.534","","","","","27.072","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4602644073309","14.2507119141479","14.6160128394425","","15.4434866080967","","13.7813076522221","15.5853838318743","15.5473127959422","14.3362124678039","","","","12.1095636926323","",
"Tonga","TON","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","18.58","","","","","","","","","","","","","","","","","","","31.67","","","","","","","","","","","","","","","41.497","","","41.461","",
"South Asia (IDA & IBRD)","TSA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0737993385255","","","","","","30.6137955679262","","","","","26.2503314565459","","","","","27.8193229296179","","25.4376082329297","","","","","","19.5533094288289","22.6810402479158","24.2761563428853","25.1232856511048","26.4642323033906",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","17.13","","","17.72","","","","19.89","30.59","","32.47","","32.4","","33.16","31.58","29.63","32.26","31.08","28.68","","33.6","","34.4","","","36.9","","","39.85","","","","","","","47.63","49.63","47.89","47.343","46.313","48.467","48.786","49.718","47.911","48.035","","","45.962","44.373","43.878","44.919",
"Tunisia","TUN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.87","","","","","18.74","","","","","","","","","","","20.035","20.699","20.775","20.79","20.143","20.141","18.066","19.174","19.693","16.524","20.252","20.362","20.494","","21.036","","","",
"Turkiye","TUR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.98","34.41","31.249","31.702","30.195","24.29","28.766","28.671","28.744","26.576","27.275","27.735","24.902","25.11","25.271","23.898","20.771","20.694","20.96","21.02","21.641","22.308","24.029","25.567","26.32","27.094","26.659","27.52","27.995","28.859","29.429","28.695","26.27","27.987","30.406",
"Tuvalu","TUV","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.79","","","","","","","","","","","","","","32.12","27.7","","","","","18.133",
"Tanzania","TZA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.904","","","","","83.299","","91.608","","80.723","77.41","35.115","71.16","77.974","","","","","","73.35","","",
"Uganda","UGA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7","35.71","","79","","","","","69.125","77.047","62.902","81.71","74.075","","","64.545","","73.002","","71.545","",
"Ukraine","UKR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.866","53.138","53.02","53.69","54.043","53.873","","","","","51.9","51.66","51.59","51.36","52.534","45.376","43.763","42.92","",
"Upper middle income","UMC","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.859681262913","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.568","42.178","41.559","41.507","39.561","39.431","41.284","42.655","44.586","46.988","48.82","49.651","49.909","52.311","51.945","50.879","52.182","51.332","51.029","50.757","50.324","50.304","47.687","49.956","50.616",
"United States","USA","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","35.5","35.4","35.6","35.8","36.3","37.1","38.3","39","39.6","40.7","40.8","40.4","41","42","42.6","42","43.2","44.5","46.4","47.5","47.7","48","47.7","48","49.5","50.4","51.4","52.5","53.4","54.3","54.3","53.7","53.8","54.1","55.299","55.699","56.097","56.859","57.082","57.43","57.485","57.005","56.275","56.134","55.97","56.235","56.616","56.638","56.247","54.418","53.569","53.186","53.131","53.158","53.521","53.742","54.081","54.578","54.888","55.356","51.511","53.166","54.736",
"Uzbekistan","UZB","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.74","33.22","37.2","37.52","38.12","37.64","","63.51","62.41","61.74","62.2","63.18","63.8","64.51","65.17","65.96","","58.93","36.856","","",
"St. Vincent and the Grenadines","VCT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","27.04","27.31","27.58","28.8","29.39","31.63","","","","","33.73","","36.3","","41.5","","","","44.43","","","43.58","45.223","45.821","46.537","46.918","46.048","45.96","45.868","","","","45.16","50.506","","","43.51","","",
"British Virgin Islands","VGB","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3","69","68.8","68.7","67.4","67.3","67.4","66.7","65.95","","","69.169","","70.366","70.803","70.927","71.08","71.821","71.891","71.255","70.732","70.226","69.725","69.347","66.195","66.643","67.558",
"Vanuatu","VUT","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.29","","","57.094","57.179","","","","","","","","","50.244","36.342","","",
"World","WLD","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.8637154444276","","","","","","","","","","","","","","","","","","","40.7866697039196","","","",
"Samoa","WSM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","38.7","","","","","","","","","","","","","","","","","","","","","","","","","30.29","","","","","32.84","","34.4","","","","21.884","","21.89","","","35.132","","","","","",
"Kosovo","XKX","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.364","","8.8","8.3","9.9","11.7","11.8","12.7","10.5","11.1","","","9.67","11.603","11.121","10.167","11.118","10.932","11.454","12.181","12.314","14.446","16.289",
"Yemen, Rep.","YEM","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","5.8","5.8","6.1","6.1","6","5.94","4.51","","","","4.46","","","","","","","","",
"South Africa","ZAF","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7","30.1","27.3","22.4","25.7","29.8","27.416","38.14","36.072","34.776","34.449","36.162","37.792","37.377","41.02","40.11","35.205","38.17","37.691","38.038","37.426","38.267","37.737","38.767","38.217","37.874","36.171","34.55","35.302",
"Zambia","ZMB","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5","","","","26.57","41.9","","","","","","","50","","43.18","","","","","","","","","","","","","","","","","34.088","49.646","49.654","51.061","51.075","50.6",
"Zimbabwe","ZWE","Employment to population ratio, 15+, female (%) (national estimate)","SL.EMP.TOTL.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.99","","","","","","","","","","64.2","","61.51","","","","","73.95","","","","","","","72.826","52.35","","76.099","","","","","56.447","","54.094","",
